Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
MIA,DFW,"Miami, FL","Dallas, TX",16348,26550,177,1121,1997-11-01,9247394,9231044,25.7931995391846,-80.2906036376953,32.896800994873,-97.0380020141602
SBA,DFW,"Santa Barbara, CA","Dallas, TX",2925,4399,31,1315,1992-08-01,376523,8314270,34.42620087,-119.8399963,32.896800994873,-97.0380020141602
ORD,SEA,"Chicago, IL","Seattle, WA",10046,13800,106,1721,2005-02-01,18724160,6404776,41.97859955,-87.90480042,47.4490013122559,-122.30899810791
CVG,SGF,"Cincinnati, OH","Springfield, MO",448,750,15,491,2007-11-01,2148315,419981,39.0488014221,-84.6678009033,37.24570084,-93.38860321
LAX,IND,"Los Angeles, CA","Indianapolis, IN",310,585,3,1814,2005-09-01,25522350,1645027,33.94250107,-118.4079971,39.7173,-86.294403
LIT,DFW,"Little Rock, AR","Dallas, TX",3603,6300,90,304,2003-03-01,629617,11164066,34.7294006348,-92.2242965698,32.896800994873,-97.0380020141602
PDX,MFR,"Portland, OR","Medford, OR",0,0,60,222,2009-03-01,2241841,201286,45.58869934,-122.5979996,42.3741989135742,-122.873001098633
SAN,DFW,"San Diego, CA","Dallas, TX",4235,4736,32,1171,1992-10-01,2601147,8314270,32.7336006165,-117.190002441,32.896800994873,-97.0380020141602
IND,RDU,"Indianapolis, IN","Raleigh, NC",134,137,1,489,2005-07-01,1645027,953157,39.7173,-86.294403,35.8776016235352,-78.7874984741211
MCO,BHM,"Orlando, FL","Birmingham, AL",749,959,7,478,1999-04-01,1535004,1043600,28.4293994903564,-81.3089981079102,33.56290054,-86.75350189
DTW,CVG,"Detroit, MI","Cincinnati, OH",4600,9768,66,229,1993-01-01,8711888,1909662,42.2123985290527,-83.353401184082,39.0488014221,-84.6678009033
SFO,SAN,"San Francisco, CA","San Diego, CA",8929,10374,57,447,2004-04-01,8287044,2935672,37.6189994812012,-122.375,32.7336006165,-117.190002441
CVG,HOU,"Cincinnati, OH","Houston, TX",1194,3550,25,886,1991-09-01,1870265,3888584,39.0488014221,-84.6678009033,29.64539909,-95.27890015
ATL,DFW,"Atlanta, GA","Dallas, TX",14953,19014,140,732,2000-03-01,4281905,10392376,33.6366996765137,-84.4281005859375,32.896800994873,-97.0380020141602
SNA,SJC,"Santa Ana, CA","San Jose, CA",8611,15770,83,342,1992-10-01,11505204,1562254,33.67570114,-117.8679962,37.3625984191895,-121.929000854492
DTW,ROC,"Detroit, MI","Rochester, NY",546,1020,30,296,2003-04-01,8985512,1039674,42.2123985290527,-83.353401184082,43.1189002990723,-77.6724014282227
PDX,TWF,"Portland, OR","Twin Falls, ID",45,74,2,457,1995-01-01,1721558,76118,45.58869934,-122.5979996,42.48180008,-114.487999
GEG,SFO,"Spokane, WA","San Francisco, CA",5974,8568,68,733,1997-02-01,405550,7885792,47.6198997497559,-117.533996582031,37.6189994812012,-122.375
SEA,GEG,"Seattle, WA","Spokane, WA",3837,4773,129,224,1993-10-01,5432136,390740,47.4490013122559,-122.30899810791,47.6198997497559,-117.533996582031
DCA,PVD,"Washington, DC","Providence, RI",869,1981,18,357,1994-11-01,8673930,1504363,38.8521,-77.037697,41.7326011657715,-71.4204025268555
PNS,TPA,"Pensacola, FL","Tampa, FL",1443,2860,26,330,1994-03-01,370616,2154044,30.473400115967,-87.186599731445,27.9755001068115,-82.533203125
CLE,MIA,"Cleveland, OH","Miami, FL",78,124,1,1080,2003-11-01,2136026,10561342,41.4117012024,-81.8498001099,25.7931995391846,-80.2906036376953
SAN,SMF,"San Diego, CA","Sacramento, CA",10229,14111,103,480,2006-06-01,2947222,2050618,32.7336006165,-117.190002441,38.6954002380371,-121.591003417969
CWA,ATW,"Wausau, WI","Appleton, WI",43,306,9,67,1999-12-01,123584,197509,44.7775993347,-89.6668014526,44.2580986023,-88.5190963745
BOS,CAK,"Boston, MA","Akron, OH",6002,7254,62,549,2006-08-01,8946954,700013,42.36429977,-71.00520325,40.9160995483398,-81.4421997070312
PHL,DTW,"Philadelphia, PA","Detroit, MI",14254,16576,112,453,2008-05-01,11880992,8847562,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
ANC,PDX,"Anchorage, AK","Portland, OR",354,471,3,1542,2007-01-01,360908,2163577,61.1744003295898,-149.996002197266,45.58869934,-122.5979996
MIA,IAD,"Miami, FL","Washington, DC",205,234,2,921,2006-02-01,10933486,10530024,25.7931995391846,-80.2906036376953,38.94449997,-77.45580292
PHX,DFW,"Phoenix, AZ","Dallas, TX",7937,13038,87,868,1991-12-01,2302011,8182938,33.4342994689941,-112.012001037598,32.896800994873,-97.0380020141602
MSP,YIP,"Minneapolis, MN","Detroit, MI",0,0,1,519,1997-11-01,2795024,8934802,44.8819999695,-93.2218017578,42.23789978,-83.53040314
MSP,MEM,"Minneapolis, MN","Memphis, TN",186,250,2,700,2002-03-01,3053303,1226669,44.8819999695,-93.2218017578,35.0424003601074,-89.9766998291016
MSP,PHL,"Minneapolis, MN","Philadelphia, PA",4223,4968,69,980,2007-05-01,3204196,11825356,44.8819999695,-93.2218017578,39.871898651123,-75.241096496582
PHX,IAD,"Phoenix, AZ","Washington, DC",4235,5640,30,1956,1994-01-01,2549507,8673930,33.4342994689941,-112.012001037598,38.94449997,-77.45580292
HSV,CHA,"Huntsville, AL","Chattanooga, TN",0,0,15,93,2007-12-01,387705,515810,34.637199401855,-86.775100708008,35.0353012084961,-85.2037963867188
ATL,BHM,"Atlanta, GA","Birmingham, AL",126,150,1,134,2007-07-01,5267527,1112838,33.6366996765137,-84.4281005859375,33.56290054,-86.75350189
MEM,MKE,"Memphis, TN","Milwaukee, WI",373,448,4,556,1994-04-01,1114203,1459322,35.0424003601074,-89.9766998291016,42.9472007751465,-87.896598815918
DTW,CLE,"Detroit, MI","Cleveland, OH",87,250,2,95,1999-01-01,8962394,2117837,42.2123985290527,-83.353401184082,41.4117012024,-81.8498001099
AMA,ABQ,"Amarillo, TX","Albuquerque, NM",2320,4247,31,277,2005-08-01,237767,798722,35.2193984985352,-101.706001281738,35.0401992797852,-106.609001159668
CHS,CLT,"Charleston, SC","Charlotte, NC",96,120,1,168,2005-05-01,601429,1519448,32.89860153,-80.04049683,35.2140007019043,-80.9430999755859
CLT,ATL,"Charlotte, NC","Atlanta, GA",5287,11844,94,227,2001-10-01,1375381,4432950,35.2140007019043,-80.9430999755859,33.6366996765137,-84.4281005859375
CVG,SAT,"Cincinnati, OH","San Antonio, TX",69,149,1,1024,2001-01-01,2035680,1743796,39.0488014221,-84.6678009033,29.5337009429932,-98.4698028564453
ATL,EWR,"Atlanta, GA","Newark, NJ",4528,5295,29,745,2003-08-01,4673146,18671320,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875
PHL,CLE,"Philadelphia, PA","Cleveland, OH",928,1300,26,363,2000-04-01,11386550,2147948,39.871898651123,-75.241096496582,41.4117012024,-81.8498001099
SNA,SJC,"Santa Ana, CA","San Jose, CA",10870,20880,147,342,1993-01-01,11577486,1578908,33.67570114,-117.8679962,37.3625984191895,-121.929000854492
CLT,PVD,"Charlotte, NC","Providence, RI",2323,3786,26,683,1996-09-01,1164160,1500950,35.2140007019043,-80.9430999755859,41.7326011657715,-71.4204025268555
BTR,MEM,"Baton Rouge, LA","Memphis, TN",1405,2310,21,319,1999-05-01,678302,1169733,30.53319931,-91.14959717,35.0424003601074,-89.9766998291016
BHM,HOU,"Birmingham, AL","Houston, TX",669,854,7,570,1996-09-01,1019521,4268132,33.56290054,-86.75350189,29.64539909,-95.27890015
EWR,BNA,"Newark, NJ","Nashville, TN",1017,1300,26,748,2000-07-01,18352743,1317580,40.6925010681152,-74.168701171875,36.1245002746582,-86.6781997680664
PHL,ALB,"Philadelphia, PA","Albany, NY",1556,3520,32,212,1993-05-01,10961072,826194,39.871898651123,-75.241096496582,42.7482986450195,-73.8016967773438
FLL,DTW,"Fort Lauderdale, FL","Detroit, MI",4371,5246,43,1127,1993-06-01,4286215,8711888,26.0725994110107,-80.152702331543,42.2123985290527,-83.353401184082
OMA,ORD,"Omaha, NE","Chicago, IL",8229,9701,89,416,1995-03-01,717557,17155070,41.3031997680664,-95.8940963745117,41.97859955,-87.90480042
LIT,HOU,"Little Rock, AR","Houston, TX",167,411,3,393,2007-08-01,666490,5597674,34.7294006348,-92.2242965698,29.64539909,-95.27890015
PIT,PHL,"Pittsburgh, PA","Philadelphia, PA",3562,4402,31,267,2002-05-01,2408973,11511748,40.49150085,-80.23290253,39.871898651123,-75.241096496582
YNG,YIP,"Youngstown, OH","Detroit, MI",0,0,1,163,2003-09-01,589856,8985512,41.26070023,-80.67910004,42.23789978,-83.53040314
LRD,MEM,"Laredo, TX","Memphis, TN",0,0,1,762,2000-09-01,194523,1208269,27.5438003540039,-99.4616012573242,35.0424003601074,-89.9766998291016
BOS,LGA,"Boston, MA","New York, NY",4711,9520,80,185,1990-06-01,8269386,33737966,42.36429977,-71.00520325,40.77719879,-73.87259674
LAS,MDW,"Las Vegas, NV","Chicago, IL",3575,3906,18,1521,1994-10-01,938611,17018756,36.08010101,-115.1520004,41.7859992980957,-87.7524032592773
IAD,LAX,"Washington, DC","Los Angeles, CA",7912,14606,85,2288,2000-10-01,9642062,24797900,38.94449997,-77.45580292,33.94250107,-118.4079971
TUS,ATL,"Tucson, AZ","Atlanta, GA",7137,8236,58,1541,2007-11-01,996593,5267527,32.1161003112793,-110.94100189209,33.6366996765137,-84.4281005859375
ORD,BOS,"Chicago, IL","Boston, MA",5019,6720,56,867,2004-07-01,18664180,8912958,41.97859955,-87.90480042,42.36429977,-71.00520325
TOL,MDW,"Toledo, OH","Chicago, IL",2927,4998,147,205,2004-12-01,671681,18664180,41.58679962,-83.80780029,41.7859992980957,-87.7524032592773
BWI,CLE,"Baltimore, MD","Cleveland, OH",11897,20824,152,314,2001-02-01,2577904,2144528,39.17539978,-76.66829681,41.4117012024,-81.8498001099
JFK,BWI,"New York, NY","Baltimore, MD",131,197,1,184,1997-08-01,34528632,2474658,40.63980103,-73.77890015,39.17539978,-76.66829681
CLT,DTW,"Charlotte, NC","Detroit, MI",38,78,1,500,1994-05-01,1108977,8761684,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
RDU,MDW,"Raleigh, NC","Chicago, IL",205,411,3,632,2006-07-01,998979,18797710,35.8776016235352,-78.7874984741211,41.7859992980957,-87.7524032592773
DFW,TUL,"Dallas, TX","Tulsa, OK",4077,6030,201,237,2000-01-01,10392376,861369,32.896800994873,-97.0380020141602,36.1983985900879,-95.8880996704102
PIT,DCA,"Pittsburgh, PA","Washington, DC",4561,8619,51,205,2003-05-01,2400193,10172752,40.49150085,-80.23290253,38.8521,-77.037697
AUS,RDU,"Austin, TX","Raleigh, NC",481,700,14,1162,2005-03-01,1464309,953157,30.1944999694824,-97.6698989868164,35.8776016235352,-78.7874984741211
DAL,CVG,"Dallas, TX","Cincinnati, OH",0,0,20,805,2003-11-01,11164066,2066256,32.8470993041992,-96.8517990112305,39.0488014221,-84.6678009033
MSP,STL,"Minneapolis, MN","St. Louis, MO",2825,6474,83,449,1995-11-01,2725644,2634959,44.8819999695,-93.2218017578,38.7486991882324,-90.370002746582
ATL,IAH,"Atlanta, GA","Houston, TX",71,95,1,689,1997-10-01,3756986,4351339,33.6366996765137,-84.4281005859375,29.9843997955322,-95.3414001464844
LAS,JFK,"Las Vegas, NV","New York, NY",14027,15192,83,2248,2009-06-01,1902834,38139592,36.08010101,-115.1520004,40.63980103,-73.77890015
IAD,DCA,"Washington, DC","Washington, DC",0,188,1,24,1997-03-01,8966798,8966798,38.94449997,-77.45580292,38.8521,-77.037697
SFO,DFW,"San Francisco, CA","Dallas, TX",2757,4584,29,1464,2003-05-01,8306286,11164066,37.6189994812012,-122.375,32.896800994873,-97.0380020141602
JFK,ORD,"New York, NY","Chicago, IL",0,0,1,740,1990-07-01,33737966,16395048,40.63980103,-73.77890015,41.97859955,-87.90480042
GSP,IAD,"Greenville, SC","Washington, DC",6527,9100,182,383,2005-05-01,590654,10458534,34.8956985474,-82.2189025879,38.94449997,-77.45580292
CVG,LAS,"Cincinnati, OH","Las Vegas, NV",4789,5102,28,1678,1999-02-01,1991593,1217155,39.0488014221,-84.6678009033,36.08010101,-115.1520004
CLT,CMH,"Charlotte, NC","Columbus, OH",141,512,4,346,1994-02-01,1108977,1484995,35.2140007019043,-80.9430999755859,39.9980010986328,-82.8918991088867
BOS,JFK,"Boston, MA","New York, NY",0,215,1,187,2002-04-01,8918022,37180170,42.36429977,-71.00520325,40.63980103,-73.77890015
BQK,ATL,"Brunswick, GA","Atlanta, GA",37,66,1,238,2003-11-01,96010,4673146,31.2588005065918,-81.4664993286133,33.6366996765137,-84.4281005859375
RFD,SAT,"Rockford, IL","San Antonio, TX",0,0,16,1018,2005-02-01,338877,1878120,42.1954002380371,-89.0971984863281,29.5337009429932,-98.4698028564453
HNL,LAX,"Honolulu, HI","Los Angeles, CA",0,0,18,2556,1995-04-01,871369,23203726,21.3187007904053,-157.921997070312,33.94250107,-118.4079971
MDW,LGA,"Chicago, IL","New York, NY",746,1955,14,725,1995-01-01,17155070,34261384,41.7859992980957,-87.7524032592773,40.77719879,-73.87259674
IAD,PWM,"Washington, DC","Portland, ME",1320,1650,33,494,2004-10-01,10317048,509528,38.94449997,-77.45580292,43.64619827,-70.30930328
DTW,MSN,"Detroit, MI","Madison, WI",686,1092,14,312,1993-12-01,8711888,464501,42.2123985290527,-83.353401184082,43.1399002075195,-89.3375015258789
SEA,ABQ,"Seattle, WA","Albuquerque, NM",131,141,1,1180,1999-02-01,5900502,695228,47.4490013122559,-122.30899810791,35.0401992797852,-106.609001159668
CHS,ATL,"Charleston, SC","Atlanta, GA",128,228,3,259,2009-12-01,659191,5475213,32.89860153,-80.04049683,33.6366996765137,-84.4281005859375
IAH,LAX,"Houston, TX","Los Angeles, CA",18283,23840,160,1379,1996-08-01,4268132,23326070,29.9843997955322,-95.3414001464844,33.94250107,-118.4079971
AUS,ORD,"Austin, TX","Chicago, IL",2589,6400,50,972,1991-11-01,874516,16550288,30.1944999694824,-97.6698989868164,41.97859955,-87.90480042
PHL,IAH,"Philadelphia, PA","Houston, TX",3719,7182,57,1324,2003-04-01,11575576,5084017,39.871898651123,-75.241096496582,29.9843997955322,-95.3414001464844
SGF,STL,"Springfield, MO","St. Louis, MO",2423,5700,57,195,1990-01-01,300017,2584656,37.24570084,-93.38860321,38.7486991882324,-90.370002746582
ABQ,LAX,"Albuquerque, NM","Los Angeles, CA",2259,2889,27,677,1990-08-01,601893,22585772,35.0401992797852,-106.609001159668,33.94250107,-118.4079971
RST,HSV,"Rochester, MN","Huntsville, AL",0,0,3,709,2003-03-01,171822,358448,43.9082984924316,-92.5,34.637199401855,-86.775100708008
OGG,SAN,"Kahului, HI","San Diego, CA",1051,1860,15,2541,2004-12-01,137017,2935672,20.8985996246338,-156.429992675781,32.7336006165,-117.190002441
AMA,EKO,"Amarillo, TX","Elko, NV",199,248,2,858,2001-11-01,228333,46622,35.2193984985352,-101.706001281738,40.8249015808105,-115.791999816895
LAX,SEA,"Los Angeles, CA","Seattle, WA",6103,9983,67,954,2008-10-01,25536790,6713274,33.94250107,-118.4079971,47.4490013122559,-122.30899810791
LAX,GEG,"Los Angeles, CA","Spokane, WA",1340,1550,31,945,2007-08-01,25385206,456187,33.94250107,-118.4079971,47.6198997497559,-117.533996582031
ORD,ANC,"Chicago, IL","Anchorage, AK",0,0,31,2846,2004-10-01,18664180,346057,41.97859955,-87.90480042,61.1744003295898,-149.996002197266
MCO,PFN,"Orlando, FL","Panama City, FL",645,888,24,290,2005-11-01,1939766,161586,28.4293994903564,-81.3089981079102,30.212099,-85.6828
MSP,OMA,"Minneapolis, MN","Omaha, NE",1616,4026,33,282,1990-09-01,2548237,687569,44.8819999695,-93.2218017578,41.3031997680664,-95.8940963745117
CHO,CLT,"Charlottesville, VA","Charlotte, NC",47,150,3,244,2003-12-01,182525,1436890,38.138599395752,-78.4529037475586,35.2140007019043,-80.9430999755859
SBN,DTW,"South Bend, IN","Detroit, MI",861,1020,30,157,2007-07-01,316944,8913164,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
IND,CLE,"Indianapolis, IN","Cleveland, OH",22,128,1,261,1997-05-01,1422397,2126219,39.7173,-86.294403,41.4117012024,-81.8498001099
RST,ORD,"Rochester, MN","Chicago, IL",86,111,3,268,2005-04-01,176068,18724160,43.9082984924316,-92.5,41.97859955,-87.90480042
GSP,ATL,"Greenville, SC","Atlanta, GA",3013,4259,30,153,2008-05-01,630098,5385586,34.8956985474,-82.2189025879,33.6366996765137,-84.4281005859375
LAX,SFO,"Los Angeles, CA","San Francisco, CA",0,0,12,337,2005-02-01,25522350,8299214,33.94250107,-118.4079971,37.6189994812012,-122.375
ATL,CAE,"Atlanta, GA","Columbia, SC",209,300,2,191,2002-10-01,4555490,663454,33.6366996765137,-84.4281005859375,33.9388008117676,-81.119499206543
MSN,MSP,"Madison, WI","Minneapolis, MN",39,50,1,228,2007-10-01,554887,3204196,43.1399002075195,-89.3375015258789,44.8819999695,-93.2218017578
SEA,PIT,"Seattle, WA","Pittsburgh, PA",3297,3742,30,2125,1999-07-01,5900502,2404337,47.4490013122559,-122.30899810791,40.49150085,-80.23290253
IAH,DFW,"Houston, TX","Dallas, TX",0,0,3,224,2003-06-01,5084017,11164066,29.9843997955322,-95.3414001464844,32.896800994873,-97.0380020141602
SEA,PDX,"Seattle, WA","Portland, OR",926,1488,9,129,2003-03-01,6277876,2034000,47.4490013122559,-122.30899810791,45.58869934,-122.5979996
EWR,DTW,"Newark, NJ","Detroit, MI",1444,2800,28,487,1997-03-01,17264316,8934802,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
RNO,AGS,"Reno, NV","Augusta, GA",110,130,1,2132,2008-09-01,416657,534612,39.4990997314453,-119.767997741699,33.3698997497559,-81.9645004272461
RIC,CAE,"Richmond, VA","Columbia, SC",64,144,1,325,1998-12-01,1046355,612073,37.505199432373,-77.3197021484375,33.9388008117676,-81.119499206543
MIA,MSP,"Miami, FL","Minneapolis, MN",2113,2717,19,1501,1995-01-01,8913928,2725644,25.7931995391846,-80.2906036376953,44.8819999695,-93.2218017578
MSP,DSM,"Minneapolis, MN","Des Moines, IA",402,770,7,232,2005-08-01,3132772,522760,44.8819999695,-93.2218017578,41.5340003967285,-93.6631011962891
MHT,BOS,"Manchester, NH","Boston, MA",0,0,1,45,2004-04-01,396542,8912958,42.9325981140137,-71.4356994628906,42.36429977,-71.00520325
RIC,JFK,"Richmond, VA","New York, NY",653,1700,25,288,1991-06-01,965353,33749684,37.505199432373,-77.3197021484375,40.63980103,-73.77890015
MSP,GFK,"Minneapolis, MN","Grand Forks, ND",1603,2196,18,284,1992-12-01,2616238,103427,44.8819999695,-93.2218017578,47.949299,-97.176102
LBB,MEM,"Lubbock, TX","Memphis, TN",0,0,34,683,2005-10-01,262771,1261429,33.6636009216309,-101.822998046875,35.0424003601074,-89.9766998291016
ACV,SMF,"Eureka, CA","Sacramento, CA",0,0,2,207,2004-12-01,128694,2004144,40.978099822998,-124.109001159668,38.6954002380371,-121.591003417969
DTW,IND,"Detroit, MI","Indianapolis, IN",349,702,9,231,1995-04-01,8837982,1389955,42.2123985290527,-83.353401184082,39.7173,-86.294403
IAH,SEA,"Houston, TX","Seattle, WA",5436,6405,35,1874,1999-07-01,4540138,5900502,29.9843997955322,-95.3414001464844,47.4490013122559,-122.30899810791
PHX,JFK,"Phoenix, AZ","New York, NY",5411,5840,30,2153,2002-06-01,3496957,37180170,33.4342994689941,-112.012001037598,40.63980103,-73.77890015
LGA,MSY,"New York, NY","New Orleans, LA",59,110,1,1183,1994-11-01,34144436,1286646,40.77719879,-73.87259674,29.9934005737305,-90.2580032348633
PHL,MKE,"Philadelphia, PA","Milwaukee, WI",70,74,1,690,2005-07-01,11701242,1536320,39.871898651123,-75.241096496582,42.9472007751465,-87.896598815918
ABQ,PHX,"Albuquerque, NM","Phoenix, AZ",93,128,1,328,1994-11-01,656887,2549507,35.0401992797852,-106.609001159668,33.4342994689941,-112.012001037598
MSP,PHL,"Minneapolis, MN","Philadelphia, PA",51,144,1,980,2003-08-01,3078253,11575576,44.8819999695,-93.2218017578,39.871898651123,-75.241096496582
GSO,MHT,"Greensboro, NC","Manchester, NH",28,291,3,655,1999-09-01,605077,367233,36.0978012084961,-79.9373016357422,42.9325981140137,-71.4356994628906
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",4040,7620,30,1119,1992-03-01,4225844,8314270,26.0725994110107,-80.152702331543,32.896800994873,-97.0380020141602
EWR,BUF,"Newark, NJ","Buffalo, NY",1369,2100,21,282,1997-11-01,17264316,1162332,40.6925010681152,-74.168701171875,42.94049835,-78.73220062
EWR,DTW,"Newark, NJ","Detroit, MI",123,222,2,487,1997-06-01,17264316,8934802,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
DTW,EWR,"Detroit, MI","Newark, NJ",4039,7400,74,487,1991-03-01,8578382,16874842,42.2123985290527,-83.353401184082,40.6925010681152,-74.168701171875
BNA,STL,"Nashville, TN","St. Louis, MO",173,1350,27,271,2006-09-01,1489156,2791682,36.1245002746582,-86.6781997680664,38.7486991882324,-90.370002746582
STL,IND,"St. Louis, MO","Indianapolis, IN",0,0,2,229,2005-10-01,2773155,1645027,38.7486991882324,-90.370002746582,39.7173,-86.294403
STC,MSP,"St. Cloud, MN","Minneapolis, MN",1190,2210,65,61,2000-06-01,168045,2981616,45.5466003417969,-94.0598983764648,44.8819999695,-93.2218017578
EWR,BNA,"Newark, NJ","Nashville, TN",47,143,1,748,2006-10-01,18825633,1489156,40.6925010681152,-74.168701171875,36.1245002746582,-86.6781997680664
GSO,DAY,"Greensboro, NC","Dayton, OH",804,3630,33,351,1994-12-01,568423,859147,36.0978012084961,-79.9373016357422,39.902400970459,-84.2193984985352
FWA,DFW,"Fort Wayne, IN","Dallas, TX",677,962,26,859,2000-10-01,391066,10392376,40.97850037,-85.19509888,32.896800994873,-97.0380020141602
SEA,ATL,"Seattle, WA","Atlanta, GA",882,1120,7,2182,2009-04-01,6815696,5475213,47.4490013122559,-122.30899810791,33.6366996765137,-84.4281005859375
BFI,RFD,"Seattle, WA","Rockford, IL",0,0,1,1658,2003-11-01,6277876,331209,47.5299987792969,-122.302001953125,42.1954002380371,-89.0971984863281
LGA,CLE,"New York, NY","Cleveland, OH",2017,5580,36,418,2003-02-01,37342640,2136026,40.77719879,-73.87259674,41.4117012024,-81.8498001099
DCA,PVD,"Washington, DC","Providence, RI",3899,6480,54,357,2001-03-01,9854548,1596350,38.8521,-77.037697,41.7326011657715,-71.4204025268555
BDL,TOL,"Hartford, CT","Toledo, OH",0,0,1,575,2009-07-01,1195998,672220,41.9388999939,-72.6831970215,41.58679962,-83.80780029
JNU,ANC,"Juneau, AK","Anchorage, AK",2998,5712,42,571,1991-02-01,27879,277177,58.3549995422363,-134.57600402832,61.1744003295898,-149.996002197266
ELP,DFW,"El Paso, TX","Dallas, TX",0,0,1,551,2004-07-01,702433,11379964,31.80719948,-106.3779984,32.896800994873,-97.0380020141602
SAN,SMF,"San Diego, CA","Sacramento, CA",25751,32195,235,480,2007-03-01,2975656,2075119,32.7336006165,-117.190002441,38.6954002380371,-121.591003417969
MSP,ORD,"Minneapolis, MN","Chicago, IL",232,568,2,334,2000-02-01,2981616,18235464,44.8819999695,-93.2218017578,41.97859955,-87.90480042
IAH,CYS,"Houston, TX","Cheyenne, WY",101,137,1,936,2001-05-01,4851189,82392,29.9843997955322,-95.3414001464844,41.15570068,-104.8119965
JAX,DFW,"Jacksonville, FL","Dallas, TX",5353,8038,58,919,1999-05-01,1077513,9703564,30.4941005706787,-81.6878967285156,32.896800994873,-97.0380020141602
ATL,MYR,"Atlanta, GA","Myrtle Beach, SC",799,910,13,317,2007-06-01,5267527,250904,33.6366996765137,-84.4281005859375,33.6796989441,-78.9282989502
PHX,CLE,"Phoenix, AZ","Cleveland, OH",111,150,1,1737,1999-11-01,3013696,2117837,33.4342994689941,-112.012001037598,41.4117012024,-81.8498001099
PHL,CMH,"Philadelphia, PA","Columbus, OH",2180,8584,58,405,1994-09-01,10988706,1484995,39.871898651123,-75.241096496582,39.9980010986328,-82.8918991088867
CLE,MCO,"Cleveland, OH","Orlando, FL",4092,4464,36,895,2006-11-01,2106336,1999994,41.4117012024,-81.8498001099,28.4293994903564,-81.3089981079102
FLL,FNT,"Fort Lauderdale, FL","Flint, MI",116,200,2,1182,2004-09-01,5362678,439880,26.0725994110107,-80.152702331543,42.9654006958008,-83.7435989379883
EWR,CLE,"Newark, NJ","Cleveland, OH",3183,4472,26,404,2005-05-01,18798114,2118249,40.6925010681152,-74.168701171875,41.4117012024,-81.8498001099
SEA,SMF,"Seattle, WA","Sacramento, CA",1422,3294,27,605,2001-10-01,6188760,1865891,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
ORD,EWR,"Chicago, IL","Newark, NJ",7982,10094,84,719,2003-08-01,18572324,18671320,41.97859955,-87.90480042,40.6925010681152,-74.168701171875
CLE,MDW,"Cleveland, OH","Chicago, IL",12472,17673,129,307,2009-04-01,2091286,19161134,41.4117012024,-81.8498001099,41.7859992980957,-87.7524032592773
ABQ,SAN,"Albuquerque, NM","San Diego, CA",2997,6439,47,628,2008-12-01,846582,3019274,35.0401992797852,-106.609001159668,32.7336006165,-117.190002441
AUS,DFW,"Austin, TX","Dallas, TX",21701,28251,219,183,2002-01-01,1353176,10953156,30.1944999694824,-97.6698989868164,32.896800994873,-97.0380020141602
IAD,DCA,"Washington, DC","Washington, DC",0,0,0,24,2001-10-01,9854548,9854548,38.94449997,-77.45580292,38.8521,-77.037697
SCK,SFO,"Stockton, CA","San Francisco, CA",1155,2679,141,65,1990-07-01,484360,7436126,37.894199371338,-121.2379989624,37.6189994812012,-122.375
PBI,EWR,"West Palm Beach, FL","Newark, NJ",6209,9324,42,1024,2005-02-01,5443159,18798114,26.6832008361816,-80.0955963134766,40.6925010681152,-74.168701171875
PIT,ERI,"Pittsburgh, PA","Erie, PA",2165,3200,32,109,1998-10-01,2418452,278114,40.49150085,-80.23290253,42.0831270134,-80.1738667488
STL,SAN,"St. Louis, MO","San Diego, CA",13810,17684,124,1558,1997-10-01,2651494,2722060,38.7486991882324,-90.370002746582,32.7336006165,-117.190002441
IAD,ROA,"Washington, DC","Roanoke, VA",760,1550,31,177,2009-07-01,10952482,300399,38.94449997,-77.45580292,37.3255004883,-79.975402832
ORD,RDU,"Chicago, IL","Raleigh, NC",1169,1250,25,647,2009-11-01,19161134,1125827,41.97859955,-87.90480042,35.8776016235352,-78.7874984741211
OGG,HNL,"Kahului, HI","Honolulu, HI",0,0,0,100,2009-10-01,145157,907574,20.8985996246338,-156.429992675781,21.3187007904053,-157.921997070312
IAH,SAN,"Houston, TX","San Diego, CA",488,745,5,1303,1996-10-01,4268132,2673685,29.9843997955322,-95.3414001464844,32.7336006165,-117.190002441
ALB,MDW,"Albany, NY","Chicago, IL",5486,7946,58,717,2008-09-01,854301,19031272,42.7482986450195,-73.8016967773438,41.7859992980957,-87.7524032592773
CRP,DFW,"Corpus Christi, TX","Dallas, TX",7039,9150,183,354,2007-10-01,411528,12313304,27.7703990936279,-97.5011978149414,32.896800994873,-97.0380020141602
RDU,CLT,"Raleigh, NC","Charlotte, NC",1842,3024,24,130,2001-04-01,835602,1375381,35.8776016235352,-78.7874984741211,35.2140007019043,-80.9430999755859
